indice_tiempo,buenos_aires_pp,buenos_aires_moa,buenos_aires_moi,buenos_aires_cye,buenos_aires_total_buenos_aires,catamarca_pp,catamarca_moa,catamarca_moi,catamarca_cye,catamarca_total_catamarca,chaco_pp,chaco_moa,chaco_moi,chaco_cye,chaco_total_chaco,chubut_pp,chubut_moa,chubut_moi,chubut_cye,chubut_total_chubut,ciudad_de_buenos_aires_pp,ciudad_de_buenos_aires_moa,ciudad_de_buenos_aires_moi,ciudad_de_buenos_aires_cye,ciudad_de_buenos_aires_total_ciudad_de_buenos_aires,cordoba_pp,cordoba_moa,cordoba_moi,cordoba_cye,cordoba_total_cordoba,corrientes_pp,corrientes_moa,corrientes_moi,corrientes_cye,corrientes_total_corrientes,entre_rios_pp,entre_rios_moa,entre_rios_moi,entre_rios_cye,entre_rios_total_entre_rios,formosa_pp,formosa_moa,formosa_moi,formosa_cye,formosa_total_formosa,jujuy_pp,jujuy_moa,jujuy_moi,jujuy_cye,jujuy_total_jujuy,la_pampa_pp,la_pampa_moa,la_pampa_moi,la_pampa_cye,la_pampa_total_la_pampa,la_rioja_pp,la_rioja_moa,la_rioja_moi,la_rioja_cye,la_rioja_total_la_rioja,mendoza_pp,mendoza_moa,mendoza_moi,mendoza_cye,mendoza_total_mendoza,misiones_pp,misiones_moa,misiones_moi,misiones_cye,misiones_total_misiones,neuquen_pp,neuquen_moa,neuquen_moi,neuquen_cye,neuquen_total_neuquen,rio_negro_pp,rio_negro_moa,rio_negro_moi,rio_negro_cye,rio_negro_total_rio_negro,salta_pp,salta_moa,salta_moi,salta_cye,salta_total_salta,san_juan_pp,san_juan_moa,san_juan_moi,san_juan_cye,san_juan_total_san_juan,san_luis_pp,san_luis_moa,san_luis_moi,san_luis_cye,san_luis_total_san_luis,santa_cruz_pp,santa_cruz_moa,santa_cruz_moi,santa_cruz_cye,santa_cruz_total_santa_cruz,santa_fe_pp,santa_fe_moa,santa_fe_moi,santa_fe_cye,santa_fe_total_santa_fe,santiago_del_estero_pp,santiago_del_estero_moa,santiago_del_estero_moi,santiago_del_estero_cye,santiago_del_estero_total_santiago_del_estero,tierra_del_fuego_pp,tierra_del_fuego_moa,tierra_del_fuego_moi,tierra_del_fuego_cye,tierra_del_fuego_total_tierra_del_fuego,tucuman_pp,tucuman_moa,tucuman_moi,tucuman_cye,tucuman_total_tucuman,extranjero_pp,extranjero_moa,extranjero_moi,extranjero_cye,extranjero_total_extranjero,plataforma_continental_pp,plataforma_continental_moa,plataforma_continental_moi,plataforma_continental_cye,plataforma_continental_total_plataforma_continental,indeterminado_pp,indeterminado_moa,indeterminado_moi,indeterminado_cye,indeterminado_total_indeterminado,total_exportaciones_pp,total_exportaciones_moa,total_exportaciones_moi,total_exportaciones_cye,total_exportaciones_total_exportaciones
2003-01-01,1475.954157,2284.31992,4710.096792,1729.699113,10200.069982,474.956947,12.883488,27.169109,0.0,515.009544,157.092538,35.964098,5.048414,0.0,198.10505,231.003203,154.093785,341.22319,767.984404,1494.304582,0.051229,48.718552,141.851499,0.003644,190.624924,1280.680274,1575.811711,517.069317,0.003805,3373.565107,43.643202,25.303155,4.536721,0.0,73.483078,364.444228,112.164239,55.473774,0.00255,532.084791,2.460848,0.863214,0.373787,15.400858,19.098707,72.137615,26.150418,13.200706,0.0,111.488739,129.954524,5.449996,0.654028,26.664171,162.722719,0.662175,123.812952,35.78233,0.0,160.257457,122.944311,307.359615,81.507314,398.996326,910.807566,54.760467,135.912201,128.857931,0.005745,319.536344,24.164682,28.366352,3.769778,924.902429,981.203241,179.136681,44.261702,17.397074,90.800031,331.595488,192.611242,30.665273,38.861181,255.8089,517.946596,44.792608,44.944276,56.218087,0.680722,146.635693,24.646437,105.782763,148.432797,0.0,278.861997,299.262912,33.539158,92.367665,538.652629,963.822364,879.728161,4618.548425,670.26922,97.230292,6265.776098,139.00889,0.451296,0.165861,0.0,139.626047,1.826141,0.038291,23.058844,133.49004300000001,158.413319,172.332078,97.863864,119.469657,0.0,389.665599,1.682194,9.194923,357.913884,0.650193,369.441194,32.233652,19.772847,0.0,60.087037,112.093536,58.096588,108.347459,112.471273,370.646214,649.561534,6460.267984,9990.583973,7703.240233,5411.709106,29565.801296
2004-01-01,1913.773729,2919.131219,6041.455827,2214.001177,13088.361952,672.783355,14.116549,34.418777,0.0,721.318681,106.712629,38.774601,5.975336,0.0,151.462566,180.823671,180.263812,355.365357,1105.555697,1822.008537,0.161358,74.139652,165.522179,0.001122,239.824311,1035.937173,1923.090334,679.093467,0.024061,3638.145035,67.091182,32.861525,10.628298,0.0,110.581005,414.106309,189.739986,64.041532,0.014202,667.902029,4.313729,0.767791,0.564713,13.813466,19.459699,87.131694,29.695019,20.770354,0.000329,137.597396,101.904875,6.502098,5.885266,23.713115,138.005354,1.008389,147.923755,48.17885,0.0,197.110994,138.747328,372.842824,90.748075,361.709992,964.048219,65.267242,179.636625,154.403255,0.0,399.307122,29.157071,25.823453,4.785588,866.209146,925.975258,193.485452,41.731237,35.462902,75.452051,346.131642,194.893591,36.796224,55.476004,311.413238,598.579057,55.041539,78.380274,72.405083,0.75697,206.583866,27.328096,127.651519,174.035428,2.8e-05,329.015071,200.248225,40.905329,116.104566,432.371401,789.629521,930.602864,5229.497165,875.498043,133.42311,7169.021182,142.241529,0.560763,8.536912,0.0,151.339204,1.142105,0.749919,60.566679,126.601655,189.060358,184.884161,98.512109,156.937906,0.00309,440.337266,1.804259,10.348189,290.630623,14.073919,316.85699,38.207235,30.561443,0.0,77.310628,146.079306,62.000161,82.123244,63.356813,438.945236,646.425454,6850.798951,11913.126658,9590.847833,6195.393633,34550.167075
2005-01-01,2116.377448,3244.468652,7787.151678,2520.289868,15668.287646,991.035061,15.516715,48.044602,0.0,1054.596378,103.137098,40.907896,7.522785,0.00465,151.572429,177.358111,191.092756,415.605219,1254.520138,2038.576224,0.064847,85.375082,185.815079,0.030391,271.285399,1411.687484,2154.222135,886.23577,0.024581,4452.16997,63.725851,26.392604,9.821673,0.0,99.940128,485.2968,255.772461,74.226963,0.016624,815.312848,5.997459,3.459351,0.986209,22.580842,33.023861,94.166615,77.107895,34.621557,0.0,205.896067,187.53691800000001,23.523331,8.479215,22.580842,242.120306,0.850307,122.530757,51.48075,0.0,174.861814,170.526745,487.327466,136.535853,253.068692,1047.458756,75.813592,190.150078,116.389112,0.0,382.352782,38.080319,31.978229,10.87759,815.335669,896.271807,251.659751,49.418481,49.903539,67.826865,418.808636,237.89535,64.030836,69.479625,419.622581,791.028392,71.442768,122.36765,89.63448,0.851478,284.296376,30.042319,140.82266,204.06418,1.6e-05,374.929175,151.133769,47.632525,117.163654,539.826917,855.756865,1028.682701,5512.242967,964.288883,215.199536,7720.414087,79.16353,0.635219,21.98089,0.0,101.779639,34.189378,43.423994,23.547144,298.079268,399.239784,226.918199,125.611043,207.27793,1.068651,560.875823,2.30377,10.995305,411.157788,28.133705,452.590568,0.0,0.0,0.0,123.873646,123.873646,63.178814,70.38108,51.703258,549.348983,734.612135,8098.265004,13137.387168,11983.995426,7132.283943,40351.931541
2006-01-01,2141.776586,3506.554904,9329.048472,2745.819698,17723.19966,1817.897542,22.665063,80.113446,0.0,1920.676051,78.423744,52.607148,7.701181,0.0,138.732073,286.79786,210.151856,413.662597,1207.090031,2117.702344,0.13141,104.705341,221.096882,0.0691,326.002733,1297.689818,2387.856388,1107.135745,1.121485,4793.803436,88.445387,33.762501,7.493105,2.506957,132.20795,480.156175,277.808055,80.081295,10.267968,848.313493,6.015918,8.646073,2.63609,21.727211,39.025292,124.592199,112.607174,47.352314,0.0,284.551687,183.62361,18.039994,12.222181,21.727211,235.612996,2.021949,96.751039,62.721163,0.0,161.494151,185.294218,595.036818,137.154794,233.045819,1150.531649,72.605042,213.281349,131.113023,0.0,416.999414,39.686798,40.564242,10.769223,834.66535,925.685613,243.040333,56.258718,37.519464,78.005932,414.824447,246.3043,91.777649,77.493629,461.637016,877.212594,96.355808,131.748522,441.712044,1.360191,671.176565,27.987618,162.847572,253.925977,2e-06,444.761169,345.218639,50.583416,170.857885,539.468314,1106.128254,902.176559,6643.182582,1086.953771,268.067893,8900.380805,66.173921,0.940531,19.603417,0.0,86.717869,54.072584,51.281466,54.013986,326.932757,486.300793,197.750601,189.554947,235.566205,3.656524,626.528277,1.681436,11.884365,639.254724,35.343793,688.164318,0.0,0.0,0.0,123.483689,123.483689,86.207516,119.682185,75.463991,606.024418,887.37811,9072.127571,15190.779898,14742.666604,7522.021359,46527.595432
2007-01-01,3164.877883,3781.940786,10623.13015,2963.009537,20532.958356,1381.266567,25.240839,90.499978,0.0,1497.007384,219.596493,56.976541,8.636814,0.0,285.209848,287.381761,236.008111,496.775291,648.050868,1668.216031,0.051991,125.214097,199.146536,0.026826,324.43945,2400.063247,3438.039084,1417.273699,0.941895,7256.317925,97.623225,27.187714,10.927537,0.624232,136.362708,758.072549,337.414482,89.456288,47.108491,1232.05181,7.934196,7.191391,2.286126,11.793624,29.205337,175.883139,49.232425,64.264884,0.0,289.380448,183.196313,30.670228,5.579756,12.052826,231.499123,1.488741,100.035151,66.831619,0.0,168.355511,236.33778,744.081352,168.882422,204.589519,1353.891073,78.357743,217.11782,143.909471,0.00686,439.391894,53.549683,38.641166,14.393148,563.674542,670.258539,321.030291,78.553932,25.363712,51.462979,476.410914,390.44673,97.248738,77.726253,452.532626,1017.954347,99.843733,169.411622,456.882002,1.456303,727.59366,35.209989,196.908547,288.07842,0.0,520.196956,254.120855,54.241987,173.86281,318.300377,800.526029,1460.813009,8973.357859,1566.341832,393.554147,12394.066847,246.476594,0.917392,23.399686,0.0,270.793672,42.881239,42.230637,85.296175,286.765296,457.173347,323.739209,165.100306,262.543537,2.984395,754.367447,2.089503,9.024801,753.388101,27.830284,792.332689,0.0,0.0,0.0,82.757349,82.757349,130.045407,185.128958,206.30286,849.360175,1370.8374,12352.37787,19187.115966,17321.179107,6918.883151,55779.556094
2008-01-01,4215.47230694,5240.630208300001,12359.288708940006,3202.59204194,25017.983266120005,1137.4000053099999,32.769238539999996,103.01971321,8.85e-06,1273.1889659099998,317.2018543700001,64.91126413999999,9.391960629999996,0.0,391.50507914,309.95567605000014,213.83797734000004,744.8079749500001,1504.9044373799998,2773.50606572,0.10047940999999998,163.68522226999988,279.7379407199999,0.00420852,443.5278509199998,3516.4174313699978,4073.98787014,2040.6467729400003,0.025108079999999998,9631.077182529998,141.10063022000003,30.497507220000003,11.960446419999998,29.17330343,212.73188729000003,938.6263842300007,381.9729126699999,94.56193981000001,69.633472,1484.7947087100006,7.381433919999999,11.559508320000003,2.3969694899999996,3.7217591000000008,25.05967083,180.34195262999992,61.597511319999995,79.04064922999999,1.29487488,322.27498805999994,336.0048561700001,39.581720149999974,7.195584379999999,9e-05,382.7822507,1.61822411,97.70351231000002,79.54849514999998,0.0,178.87023157,248.14013331000004,912.7868034500001,239.95794421000016,186.63895029999995,1587.5238312700003,112.62431136,218.44567457,142.90002641999996,0.01198216,473.98199451,69.31320144,54.351865479999994,102.14742712,287.25483164,513.0673256800001,389.02973486,93.64458948999997,33.86124982999999,37.7720182,554.30759238,608.3823965399996,100.47906953999995,82.73762749000002,357.34141575,1148.9405093199996,126.10824503000002,231.33253023999987,625.8676832100002,6e-06,983.3084644800001,82.30157436999998,179.48700773999988,319.9609857700001,0.0,581.74956788,393.0345482299998,44.734301480000006,244.47149218999996,53.534935819999994,735.7752777199997,2085.286826700001,10901.26304164001,1930.1496536700008,327.14642086999993,15243.84594288001,273.4670986800001,1.7059784700000002,26.63071577,0.0,301.80379292000015,50.38760187,68.60558311,118.81566675999998,284.0703504,521.87920214,518.3347501899998,223.86162527999994,281.58364408000006,1.47608027,1025.2560998199997,5.3788091499999995,15.914651930000005,1362.8158539999997,86.68482559,1470.79414067,0.0,0.0,0.0,126.93624364000003,126.93624364000003,138.30744935999996,446.64932807999986,739.8708304500001,1287.53969218,2612.3673000699996,16201.717915819983,23905.996503220034,22063.367956840066,7847.757056999996,70018.83943288008
2009-01-01,2081.79465113,4394.710834529996,10123.447287569992,1767.3330241100005,18367.285797339988,1214.71175869,35.891381399999986,102.69923996000001,0.0,1353.30238005,113.2372378,48.871423619999995,7.50868565,0.042876,169.66022307,222.67045845,155.63169993000002,560.69142669,1949.84198109,2888.83556616,0.16103339999999997,133.75763005000007,243.5808378700001,0.0,377.49950132000015,1768.6989618599998,3463.366754730002,1793.6736564199991,0.06419714,7025.80357015,135.98179303999999,32.3495985,9.859149979999998,0.01402297,178.20456448999997,428.9427033300001,376.38420179000025,77.00305531000002,225.13639353,1107.4663539600003,9.989638009999998,5.85454555,1.7709508399999998,11.83051942,29.44565382,182.93284810999995,170.23355269000004,49.830654720000005,0.0,402.99705552,123.38738316999994,64.93657853,3.776490020000001,0.0,192.10045171999994,1.9261968200000004,116.48186926999999,104.37904642999999,0.00112,222.78823251999998,231.2296999399999,847.7102776399997,333.8936396299999,97.77396786,1510.6075850699995,120.96985140999998,188.77503444999996,140.1800439,0.0,449.9249297599999,59.73085976000001,38.32095277999999,28.706917749999995,278.14300002000004,404.90173031000006,357.15058841999996,62.46046750000002,29.89300365,24.58350392,474.0875634899999,446.79981946000026,104.71599505999998,70.05890600000002,299.84672552,921.4214460400002,99.04832241999998,180.22593789000007,854.6957841600002,0.0,1133.9700444700002,72.01951449999999,172.82879925999995,227.72863765999998,0.000999,472.57795042,338.28191717000004,39.14510458999999,413.18985155999997,561.2659765999999,1351.8828499200001,812.8283415100004,10013.232868310002,2012.51710373,129.42049382000002,12967.998807370002,68.94705932000004,0.95994993,17.18970423,0.0,87.09671348000005,52.312037090000004,63.08842502,68.00177499,175.71101053,359.11324763,272.2342537399997,302.21301097999964,207.95573410999998,2.0361821399999998,784.4391809699994,2.9286256299999995,14.245667740000002,1179.4411596800005,94.76740057,1291.3828536200006,0.0,0.0,0.0,36.783416280000004,36.783416280000004,87.32112432000004,185.73911229000007,51.27552640999999,783.12947124,1107.4652342600002,9306.236678500007,21212.131674030014,18712.948268920056,6437.726281759998,55669.042903210066
2010-01-01,3905.2307072000017,4642.767864860002,12515.151390869996,1792.23482629,22855.384789220003,1518.4849199699997,48.00725205999998,110.18166434999999,0.0,1676.6738363799996,291.96515442,71.27470031999998,10.42325608,0.0,373.66311081999993,347.47195650999987,196.98117911999998,703.2682319699999,2059.8546226500002,3307.57599025,0.11760214999999999,111.12955494999997,263.60096702000016,0.0,374.84812412000014,2454.2236358200003,3736.581999309997,2125.767018099999,0.00800715,8316.580660379996,110.08464076999994,34.075541050000005,10.907148930000004,0.0075746599999999996,155.07490540999993,1033.53967951,427.10760302000006,102.52001624000002,11.90265295,1575.0699517200003,9.939920459999996,11.70894989,1.9304643199999998,12.40096467,35.980299339999995,269.4285202699999,52.87346346,60.73019586,0.0,383.03217958999994,234.00147679,46.09100311,7.097669650000001,2.02875526,289.21890481,3.41620823,140.14690192999996,131.61843041,0.00018,275.1817205699999,305.53175454000007,930.7814410699998,328.6901173499999,131.40861191000002,1696.41192487,86.39475859000002,247.69383615000012,194.47167247999997,0.0,528.5602672200001,61.685980889999996,29.956483110000004,30.77709187,205.91010806,328.32966393,365.11197793999963,61.7978124,29.831984850000012,38.420248289999996,495.1620234799997,606.3939101100007,109.24740564000004,77.29387985999999,219.14498915000001,1012.0801847600006,153.61104432,188.63588208,1761.2012284299994,0.0,2103.448154829999,83.40786611000003,182.98204545999997,272.7697834000001,0.0,539.15969497,473.2131064299999,37.017114879999994,580.44104549,541.6551395299999,1632.3264063299998,1810.4751992800004,9917.162554690005,2999.76150722,124.98216145000002,14852.381422640006,449.3524004400001,48.56846189,22.80528309,0.0,520.7261454200001,54.250617829999996,45.51964958000001,76.25621751999999,214.98120798999997,391.00769291999995,357.8785769099998,293.94173465000006,258.47849944999996,3.4187978599999997,913.7176088699998,1.8132941700000005,15.540854620000001,1098.5757451499996,1.66048074,1117.5903746799995,0.0,0.0,0.0,27.770252959999997,27.770252959999997,161.54160270999986,1043.5102310100003,55.06660953000001,1137.37231638,2397.49075963,15148.566512370016,22671.10152031001,23829.61711948995,6525.161897950003,68174.44705011998
2011-01-01,5794.283965889998,5777.851616890002,14714.427015769994,1688.31519485,27974.877793399995,1499.2910318999998,59.110752049999974,90.79164917,0.0,1649.1934331199998,500.1439006499998,78.87811868999998,10.937580079999996,0.0,589.9595994199997,394.9978725,236.32708341999998,790.3466098099999,1726.3678861199999,3148.0394518499998,0.14790816999999998,146.96359812000003,278.4498391899999,0.0,425.56134548,3102.3877929800005,4600.992708019999,2833.9920577300004,0.00048202,10537.37304075,223.79163810999998,31.05577175000001,22.697436919999998,1.29133226,278.83617903999993,1096.1572613600001,575.3309102999998,119.93520254999997,61.59227033,1853.01564454,16.4943526,11.303031060000002,1.7693750300000002,10.47467325,40.041431939999995,356.62831253999997,30.262112490000003,66.22868819,0.0,453.11911322,310.33281438999995,48.51087835,11.825332490000001,0.0,370.66902522999993,4.47788175,149.03291368999996,127.99562537999998,0.0,281.50642081999996,278.26957737,1101.0793384700005,293.14329770000006,128.07436000999996,1800.5665735500004,100.02867528,249.21966116,186.46336583000007,0.0,535.71170227,84.84954837,73.69447618,34.33273749,169.28849128999997,362.1652533299999,523.6875479899999,119.68520605999998,35.77064153999999,42.53233047,721.6757260599999,861.083277750001,110.30174564000005,91.46107492999997,251.02514438,1313.8712427000007,157.85919001000005,271.0077596099999,2033.7560565800009,0.0,2462.623006200001,181.11283054999984,224.25647228,323.7241453700002,0.0,729.0934482,506.96886641000003,48.595739769999994,826.60948164,464.75349428000004,1846.9275820999999,2241.6319303199994,11237.886470009993,4118.296979389999,139.22027591,17737.035655629992,955.05034161,84.34650399999998,16.11853925,0.0,1055.51538486,64.74437848000001,44.49306436999999,79.39766929999998,254.40958565999998,443.04469780999995,393.2995142099997,326.97257731999986,295.03156688999997,0.42360789,1015.7272663099995,3.35612619,25.495374250000005,1339.5378466599998,0.84740635,1369.2367534499997,0.0,0.0,0.0,16.957399780000003,16.957399780000003,182.2482370899998,2013.1682013199995,47.224794450000005,1726.1058787,3968.7471115599997,19833.324774470002,27675.822085269992,28790.26460932994,6681.679813550004,82981.09128261993
2012-01-01,6133.908893190003,5578.116811179993,14273.305061249994,1382.2536688299997,27367.58443444999,1562.58591906,60.51265358999998,96.84183919,0.0,1719.94041184,222.72144652000003,71.63557156999997,10.62056084,0.0,304.97757893,351.3292139199998,164.02767671000004,667.05806284,2065.73908554,3248.15403901,0.09328604000000001,153.67236550999993,267.15366695000006,0.0,420.9193185,2709.83843435,4789.562141639996,2603.9903696300003,0.0015624,10103.392508019997,198.20790302999998,34.13703536,7.429642710000001,0.08021769000000001,239.85479878999996,1127.2779194599998,630.3387928399999,114.24000170000004,108.1798852,1980.0365991999997,12.99927439,16.946459609999998,2.3623414800000004,12.533873869999999,44.84194935,480.10988332000016,59.901060930000014,69.12887979000001,0.0,609.1398240400002,406.82571042999984,30.410512559999994,7.7928524900000005,0.0,445.02907547999985,3.1049844699999998,129.13260978000002,128.52376508,0.0,260.76135933000006,195.02184457999996,1189.8625588900006,334.21572095,87.92473813,1807.0248625500008,87.34540856999999,222.00841957999995,131.84216138999997,0.0,441.19598953999997,60.303158890000006,56.144157299999996,40.11431917000001,127.00758632999998,283.56922169,447.4597984699997,103.55709960000002,34.065812460000004,43.10341642,628.1861269499997,789.47306639,115.66795023999995,89.92375302,317.41049589,1312.47526554,125.72767579999999,273.73679984999995,1890.32577008,0.0,2289.79024573,163.14614326999995,217.54683317000007,310.27742390000003,0.0,690.9704003400001,544.68095735,29.07217505,794.33606576,540.3066936,1908.3958917600003,2072.7721723899995,10907.287586300003,3793.525239759998,141.0484259,16914.63342435,744.1239538399999,36.05228214,10.173178809999998,6.612000000000001e-05,790.3494809099999,64.31289866,41.727550390000005,70.12816080999995,104.68364184,280.8522517,335.8738569000001,286.95027190999997,256.7423742099999,0.0,879.56650302,4.16968286,15.817305090000003,1082.4735138699998,35.56034683,1138.0208486499996,0.0,0.0,0.0,15.79591297,15.79591297,194.62152445,1569.8329480900002,96.08826351000003,1996.38683021,3856.9295662600002,19038.035010600055,26783.657628879933,27182.678801650018,6978.0164477699955,79982.38788889999
2013-01-01,5116.591044869999,4992.38439371,14208.691256239992,1056.06516372,25373.73185853999,983.2601475099999,40.868613190000005,77.94313697999999,5.4e-06,1102.0719030799999,208.15468119999983,67.41676187,6.9660322599999995,0.0,282.5374753299998,431.71516878999984,158.57674693999994,677.0449611199998,1373.96590915,2641.3027859999997,0.051421850000000005,148.07874343,243.04805049999987,0.0,391.17821577999985,3621.597370989999,4712.730221469999,2709.9882688899993,1.5e-05,11044.315876349998,208.89826676000004,41.13013231,5.08300089,0.032820260000000004,255.14422022000002,958.9606435799998,740.0622840900004,111.86279362999993,0.0,1810.8857213000001,11.49678019,14.588444030000002,2.60617254,8.336520740000001,37.0279175,305.93253147999997,55.8887933,49.50581857999999,0.0,411.32714336,285.77585417000006,34.30186582,5.411903510000001,0.0,325.48962350000005,4.28875846,175.30204386000005,125.49179246000001,0.0,305.08259478,212.35820099999992,1150.8402293799995,274.62729244000013,43.73169698,1681.5574197999997,83.85187227,255.48851424000003,146.01894074999993,1.802e-05,485.35934527999996,69.02575356999998,46.03051631999999,30.1119876,109.24286527999999,254.41112276999993,531.1435186099999,82.13926147999999,40.67287292999999,48.38907302999999,702.3447260499998,338.3463774499999,94.98462205000003,81.67994334000004,407.45856637,922.4695092100001,101.49563193000003,273.98423106000007,1484.8513025600005,0.0,1860.3311655500006,348.5230584599999,196.23016319999994,240.63209520000007,0.0,785.3853168599999,565.8302878100001,17.388588769999995,707.0328898700001,358.54006419,1648.7918306400004,2236.9292700199985,10553.969130000001,2940.129255770003,81.33360717,15812.361262960003,561.7579414799998,34.496635809999994,6.06474554,0.0,602.3193228299997,52.73523215999998,28.39447216,44.34482054,54.37526223,179.84978708999998,318.1375042400001,262.72107624000006,339.97810921,0.0,920.8366896900003,2.46936701,14.472722560000001,987.2474550300002,0.13962229000000004,1004.3291668900001,0.0,0.0,0.0,11.843577269999999,11.843577269999999,205.1609933600001,2809.7055986,87.70949523,2008.11969624,5110.69578343,17764.487679219998,27002.174805890012,25634.744393609984,5561.574483340002,75962.98136206
2014-01-01,3493.020682470001,5500.161646939997,12813.63743001999,984.53391514,22791.353674569986,964.9212178,13.333064960000003,90.30172549000005,0.0,1068.55600825,328.72895198000015,71.28208771000003,5.333784659999999,0.0,405.3448243500002,508.23640782,131.67881343000002,596.8349054600004,1280.35085985,2517.1009865600004,0.02610025,146.20440087,219.6915696400002,0.0,365.9220707600002,2680.085030559999,4446.407290030002,2183.9347088000004,0.00028581,9310.427315199999,178.47971597000006,39.89824403,14.476361290000002,0.075101,232.92942229000005,770.4574848899996,658.3664594499996,109.79497967000003,0.0,1538.6189240099993,11.991883780000006,13.115930929999998,1.9563424100000002,7.768521349999999,34.832678470000005,294.13175781,25.153163569999997,41.732255069999994,0.0,361.01717644999997,239.83477462999988,37.180099549999994,5.466213869999998,0.0,282.48108804999987,6.922868249999999,148.32469628,116.73002792000001,0.0,271.97759245000003,168.87533473000002,961.45705213,214.03366189000016,33.81497137,1378.1810201200003,60.98552672999999,268.33653981,146.85551470000007,0.0,476.17758124000005,63.52088476000002,29.007674850000004,43.78348895000002,75.29112642,211.60317498,465.99020643000017,62.71157218999999,42.1508785,35.26533802,606.1179951400001,571.4577816899998,77.45115888999999,73.35308888,365.47311081,1087.7351402699996,75.05257897999998,199.74392659000006,1464.879120439999,0.0,1739.6756260099992,168.63773770999993,172.28738482,202.78454384000003,0.0,543.7096663699999,506.26053644000024,22.29386336,739.4052854099999,330.27743066000005,1598.23711587,1352.8941243700006,11103.451303269994,2597.264997469999,66.06643448,15119.676859589992,788.0492439899999,51.37398698999999,3.1633526499999998,0.0,842.5865836299998,63.88065757999999,25.703471900000004,76.64521831,7.635432979999999,173.86478076999998,255.06001258000018,185.58503922000003,248.25397325,0.5996308199999999,689.4986558700002,4.62862636,14.20980079,626.8027033000004,0.43602642,646.0771568700004,0.0,0.0,0.0,10.11137362,10.11137362,206.46693572000015,2012.8794523800002,98.37207854999998,1713.5467122100001,4031.26517886,14228.597064279984,26417.598124940032,22777.63821044,4911.246270959999,68335.07967062002
2015-01-01,3514.8911166500015,5297.536400860006,9596.739075920013,565.2135869100003,18974.380180340024,471.33179154999993,19.57151769999999,81.26057263,0.0,572.16388188,203.71858163000007,59.03209223000001,4.626548479999999,0.0,267.3772223400001,487.8387453699999,120.98125466999997,516.2229898,531.44912881,1656.4921186499998,0.10983898000000002,94.49813732000004,209.01560039000012,0.0002,303.6237766900001,2987.6324969800003,3923.069331119995,1623.89299018,0.0,8534.594818279995,117.16628413000001,37.10117072,2.908841170000001,0.68896764,157.86526365999998,717.7507655299997,450.5608284099998,107.84744029,0.0,1276.1590342299996,5.462232279999998,14.165131670000001,0.94372187,3.22456599,23.79565181,243.47282954,44.787268870000005,38.48654454,0.0,326.74664294999997,293.30289297000013,28.727047439999993,5.2312566,0.0,327.26119701000016,5.4268730099999996,129.53403544000003,96.45694568,0.0,231.41785413000005,126.61116279999997,1012.8549502500003,168.6791648599999,26.333973180000005,1334.4792510900004,35.68793688,230.61230076000007,137.93423033,0.0,404.23446797,41.27863373999999,26.518253649999995,52.02659474999999,36.63116979,156.45465192999998,330.80252847000025,72.04063579999998,20.514843690000006,16.28660752,439.64461548000025,587.1096426900003,110.05851810999995,88.55252517000001,49.50301211999999,835.2236980900003,67.30355413000001,148.64627716999993,1177.9001125999991,0.0,1393.849943899999,235.30172405000005,159.59692401000004,156.18823758000002,0.0,551.0868856400001,452.01081884,11.60367774,1457.62093194,140.08086034000002,2061.31628886,1543.7315524899993,10212.398992170001,1384.5443868799996,60.87434711,13201.549278650002,441.22790491999984,115.78374714,1.43836632,0.0,558.4500183799998,83.08237609,33.351734490000005,39.16564307999999,6.390237600000002,161.98999125999998,190.67736186000008,322.69550704999995,317.2469417200001,0.49521940000000003,831.1150300300001,6.19550596,14.96016853,637.9573220200001,1.1607654899999997,660.2737620000001,0.0,0.0,0.0,5.460390359999999,5.460390359999999,101.56683234000002,599.8227533099999,31.723728569999995,807.86304292,1540.97635714,13290.691983879986,23290.508656630052,17955.125557060044,2251.656075180001,56787.98227275009
