pais_id;pais;provincia_id;provincia;campaña;tipo de tabaco;superficie_plantada;superficie_cosechada;unidad_sup_id;unidad_superficie;produccion;unidad_prod_id;unidad_produccion;rendimiento;unidad_rendimiento;precio_acopio;precio_fet;precio_total;precio_moneda_id;precio_moneda;unidad_precio
032;Argentina;10;Catamarca;1986/1987;burley;948;948;ha;hectarea;1433118;kg;kilogramo;1512;kilogramos/hectarea;1.32;1.32;2.64;s/d;pesos australes;pesos/kilogramos
032;Argentina;10;Catamarca;1986/1987;criollo s.;300;300;ha;hectarea;483188;kg;kilogramo;1611;kilogramos/hectarea;0.7;0.7;1.39;s/d;pesos australes;pesos/kilogramos
032;Argentina;10;Catamarca;1987/1988;burley;610;610;ha;hectarea;913230;kg;kilogramo;1497;kilogramos/hectarea;4;4.04;8.04;s/d;pesos australes;pesos/kilogramos
032;Argentina;10;Catamarca;1987/1988;criollo s.;215;215;ha;hectarea;379431;kg;kilogramo;1765;kilogramos/hectarea;3.61;3.64;7.25;s/d;pesos australes;pesos/kilogramos
032;Argentina;10;Catamarca;1988/1989;burley;1310;1191;ha;hectarea;1167102;kg;kilogramo;980;kilogramos/hectarea;20.03;42.54;62.57;s/d;pesos australes;pesos/kilogramos
032;Argentina;10;Catamarca;1988/1989;criollo s.;265;238;ha;hectarea;388907;kg;kilogramo;1634;kilogramos/hectarea;321.29;321.29;642.58;s/d;pesos australes;pesos/kilogramos
032;Argentina;10;Catamarca;1989/1990;burley;1308;1189;ha;hectarea;880511;kg;kilogramo;741;kilogramos/hectarea;2998.82;1999.21;4998.03;s/d;pesos australes;pesos/kilogramos
032;Argentina;10;Catamarca;1989/1990;criollo s.;153;138;ha;hectarea;147323;kg;kilogramo;1068;kilogramos/hectarea;3462.93;2309.2;5772.13;s/d;pesos australes;pesos/kilogramos
032;Argentina;10;Catamarca;1990/1991;burley;1320;1200;ha;hectarea;1650214;kg;kilogramo;1375;kilogramos/hectarea;14799;9866;24665;s/d;pesos australes;pesos/kilogramos
032;Argentina;10;Catamarca;1990/1991;criollo s.;187;168;ha;hectarea;195863;kg;kilogramo;1166;kilogramos/hectarea;7404;4936;12340;s/d;pesos australes;pesos/kilogramos
032;Argentina;10;Catamarca;1991/1992;burley;1696;1542;ha;hectarea;1777030;kg;kilogramo;1152;kilogramos/hectarea;1.6;0.55;2.15;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1991/1992;criollo s.;186;167;ha;hectarea;131371;kg;kilogramo;787;kilogramos/hectarea;1.15;0.21;1.36;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1991/1992;virginia;2;2;ha;hectarea;1662;kg;kilogramo;831;kilogramos/hectarea;1.48;0.52;2;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1992/1993;burley;1600;1247;ha;hectarea;1597138;kg;kilogramo;1281;kilogramos/hectarea;1.67;0.55;2.22;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1992/1993;criollo s.;200;113;ha;hectarea;147895;kg;kilogramo;1309;kilogramos/hectarea;0.94;0.21;1.15;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1992/1993;virginia;4;4;ha;hectarea;5570;kg;kilogramo;1393;kilogramos/hectarea;1.2;0.39;1.59;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1993/1994;burley;800;600;ha;hectarea;983402;kg;kilogramo;1639;kilogramos/hectarea;0.81;1.21;2.02;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1993/1994;criollo s.;200;87;ha;hectarea;68953;kg;kilogramo;793;kilogramos/hectarea;0.81;0.69;1.5;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1994/1995;burley;761;711;ha;hectarea;718972;kg;kilogramo;1011;kilogramos/hectarea;1;1.12;2.12;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1994/1995;criollo s.;200;150;ha;hectarea;157127;kg;kilogramo;1048;kilogramos/hectarea;0.95;0.74;1.69;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1995/1996;burley;909;870;ha;hectarea;923282;kg;kilogramo;1061;kilogramos/hectarea;0.6;0.76;1.36;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1995/1996;virginia;5;5;ha;hectarea;6313;kg;kilogramo;1263;kilogramos/hectarea;1.02;0.9;1.92;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1995/1996;criollo misionero;4;4;ha;hectarea;5389;kg;kilogramo;1347;kilogramos/hectarea;0.88;0.79;1.67;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1995/1996;criollo s.;145;100;ha;hectarea;106596;kg;kilogramo;1066;kilogramos/hectarea;0.85;0.63;1.48;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1996/1997;burley;750;620;ha;hectarea;763380;kg;kilogramo;1231;kilogramos/hectarea;1.35;0.71;2.06;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1996/1997;virginia;110;90;ha;hectarea;116548;kg;kilogramo;1295;kilogramos/hectarea;1.04;0.37;1.41;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1996/1997;criollo misionero;30;25;ha;hectarea;33145;kg;kilogramo;1326;kilogramos/hectarea;0.23;0.65;0.88;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1997/1998;burley;1212;800;ha;hectarea;1218890;kg;kilogramo;1524;kilogramos/hectarea;1.26;0.69;1.95;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1997/1998;virginia;90;41;ha;hectarea;61979;kg;kilogramo;1512;kilogramos/hectarea;1.26;0.62;1.88;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1997/1998;criollo misionero;7;5;ha;hectarea;6410;kg;kilogramo;1282;kilogramos/hectarea;0.6;0.55;1.15;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1998/1999;burley;900;820;ha;hectarea;1000327;kg;kilogramo;1220;kilogramos/hectarea;0.98;0.62;1.6;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;1999/2000;burley;585;570;ha;hectarea;840491;kg;kilogramo;1475;kilogramos/hectarea;0.78;0.55;1.33;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2000/2001;burley;685;650;ha;hectarea;974039;kg;kilogramo;1499;kilogramos/hectarea;0.87;0.69;1.56;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2001/2002;burley;908;859;ha;hectarea;1201508;kg;kilogramo;1399;kilogramos/hectarea;1.39;1.03;2.42;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2002/2003;burley;866;624;ha;hectarea;991773;kg;kilogramo;1591;kilogramos/hectarea;2.88;1.47;4.35;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2003/2004;burley;1044;589;ha;hectarea;914041;kg;kilogramo;1553;kilogramos/hectarea;2.44;1.09;3.53;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2004/2005;burley;851;820;ha;hectarea;1571756;kg;kilogramo;1917;kilogramos/hectarea;2.85;1.2;4.05;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2005/2006;virginia;20;5;ha;hectarea;7496;kg;kilogramo;1499;kilogramos/hectarea;1.58;0.65;2.23;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2005/2006;burley;818;745;ha;hectarea;1163787;kg;kilogramo;1562;kilogramos/hectarea;2.89;1.35;4.25;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2006/2007;virginia;11;11;ha;hectarea;8624;kg;kilogramo;784;kilogramos/hectarea;1.47;0.57;2.04;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2006/2007;burley;612;549;ha;hectarea;850286;kg;kilogramo;1550;kilogramos/hectarea;3.16;1.44;4.61;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2007/2008;virginia;2;2;ha;hectarea;4588;kg;kilogramo;1843;kilogramos/hectarea;4.91;1.51;6.42;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2007/2008;burley;541;502;ha;hectarea;900044;kg;kilogramo;1793;kilogramos/hectarea;5.31;1.72;7.03;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2008/2009;virginia;10;7;ha;hectarea;8357;kg;kilogramo;1286;kilogramos/hectarea;6.48;1.54;8.02;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2008/2009;burley;683;554;ha;hectarea;1178215;kg;kilogramo;2128;kilogramos/hectarea;7.02;1.78;8.8;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2009/2010;virginia;10;5;ha;hectarea;5667;kg;kilogramo;1133;kilogramos/hectarea;7.12;1.63;8.75;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2009/2010;burley;651;482;ha;hectarea;782582;kg;kilogramo;1624;kilogramos/hectarea;7.38;1.79;9.17;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2010/2011;virginia;2;1;ha;hectarea;344;kg;kilogramo;491;kilogramos/hectarea;6.93;1.71;8.64;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2010/2011;burley;685;408;ha;hectarea;762458;kg;kilogramo;1871;kilogramos/hectarea;7.13;1.94;9.07;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2010/2011;criollo argentino;59;27;ha;hectarea;55781;kg;kilogramo;2034;kilogramos/hectarea;8.96;2.24;11.2;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2011/2012;burley;629;613;ha;hectarea;745710;kg;kilogramo;1216;kilogramos/hectarea;8.04;2.52;10.56;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2011/2012;criollo argentino;146;142;ha;hectarea;146043;kg;kilogramo;1030;kilogramos/hectarea;9.83;2.83;12.66;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2012/2013;burley;452;417;ha;hectarea;609701;kg;kilogramo;1464;kilogramos/hectarea;10.39;2.91;13.3;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2012/2013;criollo argentino;134;123;ha;hectarea;210550;kg;kilogramo;1712;kilogramos/hectarea;10.89;2.82;13.71;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2013/2014;burley;533;381;ha;hectarea;560436;kg;kilogramo;1471;kilogramos/hectarea;15.4;4.28;19.68;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2013/2014;criollo argentino;98;70;ha;hectarea;192533;kg;kilogramo;2750;kilogramos/hectarea;15.45;3.96;19.41;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2014/2015;burley;532;522;ha;hectarea;602795;kg;kilogramo;1155;kilogramos/hectarea;15.28;5.53;20.81;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2014/2015;criollo argentino;103;82;ha;hectarea;185367;kg;kilogramo;2261;kilogramos/hectarea;17.23;5.61;22.84;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2015/2016;burley;441;437;ha;hectarea;484396;kg;kilogramo;1108;kilogramos/hectarea;20.44;9.93;30.37;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2015/2016;criollo argentino;96;81;ha;hectarea;112604;kg;kilogramo;1390;kilogramos/hectarea;22.37;9.84;32.21;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2016/2017;burley;396.26;359.93;ha;hectarea;622980;kg;kilogramo;1731;kilogramos/hectarea;23.68;8.9;32.58;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2016/2017;criollo argentino;154.36;140.21;ha;hectarea;149950;kg;kilogramo;1069;kilogramos/hectarea;22.73;7.83;30.56;ARS;pesos;pesos/kilogramos
032;Argentina;10;Catamarca;2016/2017;criollo misionero;0;0;ha;hectarea;27710;kg;kilogramo;0;kilogramos/hectarea;17.48;5.42;22.9;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1986/1987;virginia;300;300;ha;hectarea;553808;kg;kilogramo;1846;kilogramos/hectarea;1.21;1.21;2.43;s/d;pesos australes;pesos/kilogramos
032;Argentina;22;Chaco;1986/1987;criollo correntino;150;150;ha;hectarea;135741;kg;kilogramo;905;kilogramos/hectarea;1.1;1.1;2.21;s/d;pesos australes;pesos/kilogramos
032;Argentina;22;Chaco;1986/1987;burley;108;s/d;ha;hectarea;112;kg;kilogramo;s/d;kilogramos/hectarea;1.52;1.52;3.03;s/d;pesos australes;pesos/kilogramos
032;Argentina;22;Chaco;1987/1988;virginia;237;237;ha;hectarea;532275;kg;kilogramo;2246;kilogramos/hectarea;4;4.09;8.09;s/d;pesos australes;pesos/kilogramos
032;Argentina;22;Chaco;1987/1988;criollo correntino;106;106;ha;hectarea;188745;kg;kilogramo;1781;kilogramos/hectarea;4.26;4.26;8.52;s/d;pesos australes;pesos/kilogramos
032;Argentina;22;Chaco;1988/1989;virginia;250;213;ha;hectarea;382932;kg;kilogramo;1798;kilogramos/hectarea;17.33;36.67;53.99;s/d;pesos australes;pesos/kilogramos
032;Argentina;22;Chaco;1988/1989;criollo correntino;175;160;ha;hectarea;288481;kg;kilogramo;1803;kilogramos/hectarea;42.55;49.89;92.44;s/d;pesos australes;pesos/kilogramos
032;Argentina;22;Chaco;1989/1990;virginia;170;159;ha;hectarea;327221;kg;kilogramo;2058;kilogramos/hectarea;3142.57;2094.25;5236.82;s/d;pesos australes;pesos/kilogramos
032;Argentina;22;Chaco;1989/1990;criollo correntino;145;128;ha;hectarea;218290;kg;kilogramo;1705;kilogramos/hectarea;3103.69;2068.85;5172.54;s/d;pesos australes;pesos/kilogramos
032;Argentina;22;Chaco;1990/1991;virginia;146;105;ha;hectarea;177626;kg;kilogramo;1692;kilogramos/hectarea;14196;9464;23660;s/d;pesos australes;pesos/kilogramos
032;Argentina;22;Chaco;1990/1991;criollo correntino;70;60;ha;hectarea;137045;kg;kilogramo;2284;kilogramos/hectarea;9450;6300;15750;s/d;pesos australes;pesos/kilogramos
032;Argentina;22;Chaco;1991/1992;virginia;318;290;ha;hectarea;538299;kg;kilogramo;1856;kilogramos/hectarea;1.48;0.51;1.99;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1991/1992;criollo correntino;120;100;ha;hectarea;183564;kg;kilogramo;1836;kilogramos/hectarea;1.58;0.45;2.03;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1991/1992;burley;30;10;ha;hectarea;10929;kg;kilogramo;1093;kilogramos/hectarea;1.6;0.42;2.02;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1992/1993;virginia;365;255;ha;hectarea;482405;kg;kilogramo;1892;kilogramos/hectarea;1.67;0.54;2.21;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1992/1993;criollo correntino;100;70;ha;hectarea;121481;kg;kilogramo;1735;kilogramos/hectarea;1.07;0.47;1.54;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1992/1993;burley;108;30;ha;hectarea;37450;kg;kilogramo;1248;kilogramos/hectarea;1.69;0.56;2.25;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1993/1994;virginia;70;50;ha;hectarea;48484;kg;kilogramo;970;kilogramos/hectarea;0.87;1.04;1.91;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1993/1994;criollo correntino;100;70;ha;hectarea;202570;kg;kilogramo;2894;kilogramos/hectarea;1.08;0.95;2.03;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1993/1994;burley;30;25;ha;hectarea;14161;kg;kilogramo;566;kilogramos/hectarea;0.57;0.97;1.54;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1994/1995;virginia;35;35;ha;hectarea;51691;kg;kilogramo;1477;kilogramos/hectarea;1.23;1.21;2.44;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1994/1995;criollo correntino;156;121;ha;hectarea;335232;kg;kilogramo;2771;kilogramos/hectarea;1.07;0.91;1.98;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1995/1996;virginia;139;112;ha;hectarea;162190;kg;kilogramo;1448;kilogramos/hectarea;0.92;1.14;2.06;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1995/1996;criollo correntino;418;334;ha;hectarea;348797;kg;kilogramo;1044;kilogramos/hectarea;1.08;0.92;2;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1996/1997;virginia;280;240;ha;hectarea;350476;kg;kilogramo;1460;kilogramos/hectarea;1.86;0.71;2.57;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1996/1997;criollo correntino;350;270;ha;hectarea;528795;kg;kilogramo;1959;kilogramos/hectarea;1.04;0.76;1.8;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1997/1998;virginia;447;447;ha;hectarea;517825;kg;kilogramo;1158;kilogramos/hectarea;1.42;0.7;2.12;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1997/1998;criollo correntino;560;560;ha;hectarea;492484;kg;kilogramo;879;kilogramos/hectarea;1.03;0.76;1.79;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1998/1999;virginia;700;510;ha;hectarea;782788;kg;kilogramo;1535;kilogramos/hectarea;0.81;0.76;1.57;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1998/1999;criollo correntino;600;450;ha;hectarea;741336;kg;kilogramo;1647;kilogramos/hectarea;0.86;0.79;1.65;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1999/2000;virginia;490;265;ha;hectarea;515623;kg;kilogramo;1946;kilogramos/hectarea;1.13;0.72;1.85;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;1999/2000;criollo correntino;500;300;ha;hectarea;453447;kg;kilogramo;1511;kilogramos/hectarea;0.6;0.78;1.38;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2000/2001;virginia;384;270;ha;hectarea;405252;kg;kilogramo;1500;kilogramos/hectarea;1.14;0.81;1.95;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2000/2001;criollo correntino;562;395;ha;hectarea;602092;kg;kilogramo;1523;kilogramos/hectarea;0.66;0.87;1.53;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2001/2002;virginia;360;233;ha;hectarea;387375;kg;kilogramo;1663;kilogramos/hectarea;1.66;0.99;2.65;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2001/2002;criollo correntino;949;652;ha;hectarea;1017317;kg;kilogramo;1560;kilogramos/hectarea;0.77;1.06;1.83;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2002/2003;virginia;275;206;ha;hectarea;311390;kg;kilogramo;1510;kilogramos/hectarea;3.46;1.56;5.02;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2002/2003;criollo correntino;1214;911;ha;hectarea;1194194;kg;kilogramo;1312;kilogramos/hectarea;1.07;1.63;2.7;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2003/2004;virginia;321;317;ha;hectarea;379521;kg;kilogramo;1197;kilogramos/hectarea;3.68;1.46;5.14;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2003/2004;criollo correntino;1507;1215;ha;hectarea;1542031;kg;kilogramo;1269;kilogramos/hectarea;1.36;0.9;2.26;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2004/2005;virginia;289;283;ha;hectarea;363691;kg;kilogramo;1285;kilogramos/hectarea;3.8;1.52;5.32;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2004/2005;criollo chaqueño;1353;994;ha;hectarea;661347;kg;kilogramo;665;kilogramos/hectarea;1.58;0.72;2.3;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2005/2006;virginia;301;287;ha;hectarea;386295;kg;kilogramo;1346;kilogramos/hectarea;4.26;1.83;6.09;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2005/2006;criollo chaqueño;759;394;ha;hectarea;297484;kg;kilogramo;755;kilogramos/hectarea;1.56;0.66;2.22;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2006/2007;virginia;305;287;ha;hectarea;443028;kg;kilogramo;1544;kilogramos/hectarea;4.85;1.95;6.8;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2006/2007;criollo chaqueño;428;246;ha;hectarea;122735;kg;kilogramo;499;kilogramos/hectarea;1.84;0.73;2.57;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2007/2008;virginia;281;279;ha;hectarea;449113;kg;kilogramo;1613;kilogramos/hectarea;5.96;1.85;7.81;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2007/2008;criollo chaqueño;297;162;ha;hectarea;142852;kg;kilogramo;884;kilogramos/hectarea;2.97;0.91;3.89;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2008/2009;virginia;393;342;ha;hectarea;311626;kg;kilogramo;911;kilogramos/hectarea;8.26;1.97;10.22;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2008/2009;criollo chaqueño;260;157;ha;hectarea;153700;kg;kilogramo;979;kilogramos/hectarea;5.29;1.26;6.56;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2009/2010;virginia;320;320;ha;hectarea;335466;kg;kilogramo;1048;kilogramos/hectarea;9.14;2.27;11.41;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2009/2010;criollo chaqueño;255;255;ha;hectarea;207748;kg;kilogramo;815;kilogramos/hectarea;6.08;1.42;7.5;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2010/2011;virginia;364;281;ha;hectarea;710745;kg;kilogramo;2529;kilogramos/hectarea;9.17;2.54;11.71;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2010/2011;criollo chaqueño;309;304;ha;hectarea;331634;kg;kilogramo;1090;kilogramos/hectarea;5.95;1.63;7.59;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2011/2012;virginia;389;298;ha;hectarea;478887;kg;kilogramo;1607;kilogramos/hectarea;11.52;3.38;14.9;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2011/2012;criollo chaqueño;308;285;ha;hectarea;274821;kg;kilogramo;964;kilogramos/hectarea;6.63;1.86;8.49;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2012/2013;virginia;407;214;ha;hectarea;286845;kg;kilogramo;1340;kilogramos/hectarea;8.76;3.24;12;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2012/2013;criollo chaqueño;280;240;ha;hectarea;119041;kg;kilogramo;495;kilogramos/hectarea;7.07;2.01;9.08;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2013/2014;virginia;373;237;ha;hectarea;390780;kg;kilogramo;1649;kilogramos/hectarea;12.61;4.67;17.28;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2013/2014;criollo chaqueño;285;205;ha;hectarea;269940;kg;kilogramo;1317;kilogramos/hectarea;8.4;3.09;11.49;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2014/2015;virginia;370;;ha;hectarea;423628;kg;kilogramo;0;kilogramos/hectarea;14.36;7.03;21.39;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2014/2015;criollo chaqueño;337;;ha;hectarea;458350;kg;kilogramo;0;kilogramos/hectarea;11.51;3.77;15.28;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2015/2016;virginia;263;209;ha;hectarea;354313;kg;kilogramo;1695;kilogramos/hectarea;29.6;12.29;41.89;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2015/2016;criollo chaqueño;174;130;ha;hectarea;234705;kg;kilogramo;1805;kilogramos/hectarea;13.38;5.92;19.3;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2016/2017;virginia;347;327.51;ha;hectarea;388206;kg;kilogramo;1185;kilogramos/hectarea;29.95;11.13;41.08;ARS;pesos;pesos/kilogramos
032;Argentina;22;Chaco;2016/2017;criollo chaqueño;507.5;478.99;ha;hectarea;521865;kg;kilogramo;1090;kilogramos/hectarea;18.43;6.35;24.78;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1986/1987;criollo correntino;10900;5700;ha;hectarea;4833750;kg;kilogramo;848;kilogramos/hectarea;0.86;0.86;1.72;s/d;pesos australes;pesos/kilogramos
032;Argentina;18;Corrientes;1987/1988;criollo correntino;9994;9994;ha;hectarea;9796282;kg;kilogramo;980;kilogramos/hectarea;3.6;3.6;7.21;s/d;pesos australes;pesos/kilogramos
032;Argentina;18;Corrientes;1988/1989;burley;9;8;ha;hectarea;8353;kg;kilogramo;1044;kilogramos/hectarea;52.82;67.49;120.32;s/d;pesos australes;pesos/kilogramos
032;Argentina;18;Corrientes;1988/1989;criollo correntino;7000;6500;ha;hectarea;8037860;kg;kilogramo;1237;kilogramos/hectarea;59.76;56.54;116.3;s/d;pesos australes;pesos/kilogramos
032;Argentina;18;Corrientes;1989/1990;burley;50;42;ha;hectarea;42327;kg;kilogramo;1008;kilogramos/hectarea;7049.54;4699.69;11749.23;s/d;pesos australes;pesos/kilogramos
032;Argentina;18;Corrientes;1989/1990;criollo correntino;7500;5100;ha;hectarea;4258019;kg;kilogramo;835;kilogramos/hectarea;2765.05;1842.38;4607.43;s/d;pesos australes;pesos/kilogramos
032;Argentina;18;Corrientes;1990/1991;burley;250;100;ha;hectarea;119113;kg;kilogramo;1191;kilogramos/hectarea;14157;9438;23595;s/d;pesos australes;pesos/kilogramos
032;Argentina;18;Corrientes;1990/1991;criollo correntino;6000;5000;ha;hectarea;3737198;kg;kilogramo;747;kilogramos/hectarea;8656;5771;14427;s/d;pesos australes;pesos/kilogramos
032;Argentina;18;Corrientes;1991/1992;burley;520;450;ha;hectarea;466075;kg;kilogramo;1036;kilogramos/hectarea;1.6;0.43;2.03;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1991/1992;criollo correntino;7500;5300;ha;hectarea;5921068;kg;kilogramo;1117;kilogramos/hectarea;1.58;0.36;1.94;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1992/1993;burley;500;500;ha;hectarea;444950;kg;kilogramo;890;kilogramos/hectarea;0.49;0.53;1.02;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1992/1993;criollo correntino;4500;4500;ha;hectarea;3575950;kg;kilogramo;795;kilogramos/hectarea;0.84;0.39;1.23;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1992/1993;virginia;9;9;ha;hectarea;13180;kg;kilogramo;1464;kilogramos/hectarea;1.54;0.5;2.04;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1993/1994;burley;260;260;ha;hectarea;279961;kg;kilogramo;1077;kilogramos/hectarea;0.86;1.04;1.9;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1993/1994;criollo correntino;5000;3100;ha;hectarea;3953839;kg;kilogramo;1275;kilogramos/hectarea;0.85;0.79;1.64;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1994/1995;burley;14;14;ha;hectarea;16294;kg;kilogramo;1164;kilogramos/hectarea;1.1;1.11;2.21;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1994/1995;criollo correntino;6800;6400;ha;hectarea;7411672;kg;kilogramo;1158;kilogramos/hectarea;0.85;0.78;1.63;ARS;pesos;pesos/kilogramos
032;Argentina;18;Corrientes;1995/1996;burley;35;32;ha;hectarea;36505;kg;kilogramo;1141;kilogramos/hectarea;0.86;0.92;1.78;ARS;pesos;pesos/kilogramos
